Status,Listing ID,Full Street Address,List Price,Subdivision/Neighborhood,Style,Structure Type,Beds,Bathrooms Full,Bathrooms Half,Levels/Stories,Fireplaces Total,Basement YN,Lot Size SqFt,Year Built,DOM,CDOM,Close Date,Close Price,Concessions Amt 
Closed,MDAA463688,268 Constant Ave,"$475,000 ",SEVERN,Ranch/Rambler,Detached,4,2,,1,0,No,67954,1940,0,0,6/18/2021,"$467,000 ",
Closed,MDPG592474,206 Patuxent Rd,"$467,500 ",LAUREL,Cape Cod,Detached,4,2,,3,2,Yes,11597,1955,7,7,2/25/2021,"$467,500 ","$8,000 "
Closed,MDAA450308,1619 Old Bay Ln,"$449,900 ",QUAIL RUN,Other,Detached,3,2,,3,1,Yes,21780,1940,24,24,3/12/2021,"$468,000 ",
Closed,MDMC741000,19052 McFarlin Dr,"$450,000 ",GERMANTOWN ESTATES,Colonial,Detached,3,2,2,3,1,Yes,11590,1982,9,9,3/2/2021,"$468,500 ",
Closed,MDMC755474,3809 Kayson St,"$469,000 ",CONN AVE PARK,Ranch/Rambler,Detached,3,2,1,1,,Yes,6076,1955,7,8,6/10/2021,"$469,000 ",
Closed,MDMC745900,1320 Veirs Mill Rd,"$465,000 ",BROADWOOD MANOR,Cape Cod,Detached,4,2,,3,1,Yes,6771,1951,5,5,5/4/2021,"$469,000 ","$4,000 "
Closed,MDMC755172,1609 Dennis Ave,"$470,000 ",CAMERON HEIGHTS,Colonial,Detached,3,1,1,3,1,Yes,5175,1947,4,4,6/2/2021,"$470,000 ",
Closed,MDMC753536,12919 Grenoble Dr,"$465,000 ",BROOKHAVEN,Split Level,Detached,3,2,,3,1,Yes,7548,1955,9,9,5/26/2021,"$470,000 ",
Closed,MDMC740728,4607 Eades St,"$450,000 ",ASPEN HILL PARK,Split Level,Detached,3,2,,3,,Yes,8850,1957,5,5,2/17/2021,"$470,000 ",
Closed,MDAA465086,1457 Graham Farm Cir,"$420,000 ",GRAHAM FARM,Split Foyer,Detached,4,3,,2,,Yes,7143,1996,4,4,6/3/2021,"$470,000 ",
Closed,MDMC740704,11302 Creek Shore Pl,"$490,000 ",RANDOLPH HILLS,Ranch/Rambler,Detached,4,2,1,2,,Yes,6314,1958,11,11,2/26/2021,"$470,000 ","$1,000 "
Closed,MDHW288122,10377 Scaggsville Rd,"$470,000 ",LAKEVIEW,Ranch/Rambler,Detached,3,3,,2,1,Yes,24132,1964,7,7,12/31/2020,"$470,000 ","$7,500 "
Closed,MDMC745406,602 1st St,"$460,000 ",BURGUNDY HILLS,Ranch/Rambler,Detached,7,2,,1,,Yes,7170,1953,6,6,4/26/2021,"$470,000 ",
Closed,MDMC750608,13701 Frankfort Ct,"$480,000 ",WHEATON WOODS,Ranch/Rambler,Detached,6,2,,2,,Yes,9364,1961,12,12,5/10/2021,"$470,000 ",
Closed,MDMC749194,13413 Parkland Dr,"$470,000 ",WHEATON WOODS,Ranch/Rambler,Detached,3,1,1,2,,Yes,6778,1959,10,10,5/17/2021,"$470,000 ",
Closed,MDHW290218,8525 Marybeth Way,"$450,000 ",MONTGOMERY KNOLLS,Ranch/Rambler,Detached,5,2,,2,1,Yes,20516,1958,12,12,3/24/2021,"$470,000 ","$14,000 "
Closed,MDHW292922,5412 Harvest Moon Ln,"$449,900 ",LONGFELLOW,Ranch/Rambler,Detached,3,2,1,2,,Yes,12153,1968,4,4,6/1/2021,"$470,000 ",
Closed,MDMC742338,402 Silver Rock Rd,"$439,000 ",SILVER ROCK PARK,Cape Cod,Detached,4,2,,2,,Yes,6600,1955,3,3,2/19/2021,"$470,000 ",$500 
Closed,MDMC742496,327 Dean Dr,"$425,000 ",TWINBROOK,Cape Cod,Detached,4,2,,2,1,No,6875,1953,6,6,3/12/2021,"$470,000 ",$
Closed,MDCR203354,1013 Courtland Dr,"$399,999 ",CARROLL SQUARE,Split Foyer,Detached,4,2,,2,1,Yes,20473,1972,3,3,6/7/2021,"$470,000 ",
Closed,MDMC743190,20345 Brandermill Dr,"$459,000 ",CHADSWOOD,Cape Cod,Detached,4,3,1,3,1,Yes,5089,1984,7,7,4/2/2021,"$470,000 ",
Closed,MDMC742636,13114 Estelle Rd,"$465,000 ",GREENWOOD KNOLLS,"Raised Ranch/Rambler, Ranch/Rambler",Detached,4,2,,2,1,Yes,6899,1959,17,17,3/26/2021,"$470,000 ",
Closed,MDHW288968,6129 Nest Side,"$435,000 ",LONG REACH,Split Level,Detached,3,2,,3,,Yes,12818,1972,5,5,2/12/2021,"$470,000 ",
Closed,MDPG591208,6617 Brooklyn Bridge Rd,"$549,900 ",NONE AVAILABLE,Ranch/Rambler,Detached,3,2,,1,1,No,59241.6,1979,33,33,3/1/2021,"$470,000 ",
Closed,MDBC525668,2205 Tall Pines Ct,"$439,900 ",ROCKWELL ESTATES,Colonial,Detached,3,3,1,3,,Yes,5980,1995,4,4,5/12/2021,"$470,000 ",
Closed,MDMC740856,12910 Crisfield Rd,"$470,000 ",CONN AVE ESTATES,"Bi-Level, Split Level",Detached,4,1,,4,,Yes,7340,1955,12,12,3/12/2021,"$470,000 ",
Closed,MDMC744872,2711 Henderson Ave,"$470,000 ",WHEATON CREST,"Raised Ranch/Rambler, Ranch/Rambler, Traditional",Detached,3,2,1,1,,Yes,8152,1953,6,6,4/9/2021,"$470,000 ",
Closed,MDMC754644,18955 Quail Valley Blvd,"$465,000 ",NONE AVAILABLE,Traditional,Detached,4,2,1,3,,Yes,5071,1976,7,7,6/1/2021,"$470,000 ","$5,000 "
Closed,MDAA454902,1902 Cannon Ridge Dr,"$482,900 ",SEVEN OAKS,Traditional,Detached,3,3,1,3,1,Yes,6500,2001,5,5,1/21/2021,"$470,000 ","$9,400 "
Closed,MDHW289034,9214 Log Chain Rd,"$450,000 ",OAKLAND MILLS VILLAGE,"Colonial, Contemporary",Detached,4,2,1,2,1,No,6164,1971,4,4,2/4/2021,"$470,000 ",
Closed,MDPG591338,8800 Montpelier Dr,"$469,900 ",MONTPELIER,Raised Ranch/Rambler,Detached,4,3,,2,1,No,33890,1967,3,3,1/18/2021,"$470,000 ",
Closed,MDMC743438,908 Gabel St,"$435,000 ",SLIGO ESTATES,Ranch/Rambler,Detached,3,2,,2,,Yes,6000,1955,5,5,3/10/2021,"$470,908 ",
Closed,MDMC737776,3312 Clay St,"$465,900 ",CONN AVE ESTATES,Ranch/Rambler,Detached,4,2,0,2,,Yes,7627,1953,38,38,3/26/2021,"$471,100 ","$9,422 "
Closed,MDMC744754,12915 Grenoble Dr,"$475,000 ",BROOKHAVEN,Split Level,Detached,3,2,,3,,Yes,7644,1956,10,10,4/15/2021,"$472,000 ",
Closed,MDMC751810,6 Doolittle Ct,"$430,000 ",FAIRIDGE,Split Level,Detached,4,3,,4,1,Yes,10491,1974,3,3,5/12/2021,"$472,000 ",
Closed,MDMC741804,10625 Wayridge Dr,"$460,000 ",STEDWICK,Contemporary,Detached,5,2,1,2,1,No,8635,1973,6,6,3/8/2021,"$472,000 ","$2,100 "
Closed,MDHW290792,9561 Morning Mews,"$450,000 ",KINGS CONTRIVANCE,Ranch/Rambler,Detached,4,3,,2,1,Yes,13726,1979,2,2,4/9/2021,"$473,000 ",
Closed,MDHW292346,6517 Belleview Dr,"$459,900 ",ALLVIEW ESTATES,Split Foyer,Detached,5,2,1,2,,Yes,19994,1966,6,6,5/6/2021,"$473,400 ",
Closed,MDMC736382,13 Duvall Ln,"$459,900 ",BRIGHTON EAST,Split Level,Detached,5,3,,4,1,Yes,12344,1972,3,3,12/31/2020,"$473,475 ",
Closed,MDAA456764,7600 McCarron Ct,"$474,000 ",NONE AVAILABLE,Other,Detached,2,2,,2,,No,43007,1978,0,0,12/31/2020,"$474,000 ",
Closed,MDMC737818,14406 Gaines Ave,"$474,900 ",BEL PRE WOODS,Ranch/Rambler,Detached,4,2,1,2,,Yes,10251,1961,15,15,2/19/2021,"$474,900 ",
Closed,MDMC753926,2908 Parker Ave,"$475,000 ",WHEATON HILLS,Ranch/Rambler,Detached,4,2,0,2,,Yes,7776,1949,7,7,6/9/2021,"$475,000 ",
Closed,MDMC748102,12703 Caldwell St,"$464,900 ",ROBINDALE,Ranch/Rambler,Detached,4,2,,2,1,Yes,6846,1954,6,6,4/30/2021,"$475,000 ",
Closed,MDMC755106,12117 Edgemont St,"$459,900 ",CONN AVE ESTATES,Cape Cod,Detached,3,2,,2,,Yes,8969,1951,3,3,5/20/2021,"$475,000 ",
Closed,MDMC749848,2500 Kimberly St,"$469,900 ",STEPHEN KNOLLS,Bungalow,Detached,2,1,1,1.5,1,No,6071,1950,2,31,4/22/2021,"$475,000 ",
Closed,MDMC755666,108 Woodland Rd,"$485,000 ",DEER PARK,Split Level,Detached,3,2,,2,1,Yes,18523,1960,20,20,6/24/2021,"$475,000 ",
Closed,MDMC749164,606 Douglass Ave,"$445,000 ",LINCOLN PARK,Ranch/Rambler,Detached,3,2,,2,,Yes,9600,1959,0,0,4/16/2021,"$475,000 ",
Closed,MDMC738964,3514 May St,"$465,000 ",GREENWOOD KNOLLS,Split Level,Detached,3,2,,3,,Yes,9487,1955,11,11,2/12/2021,"$475,000 ","$10,000 "
Closed,MDMC749444,2607 Terrapin Rd,"$439,900 ",GLENMONT VILLAGE,Cape Cod,Detached,4,1,1,3,,Yes,7657,1950,4,4,5/26/2021,"$475,000 ",
Closed,MDMC740198,4706 Creek Shore Dr,"$465,000 ",RANDOLPH HILLS,Ranch/Rambler,Detached,4,2,0,2,,Yes,6866,1959,17,17,3/22/2021,"$475,000 ",
Closed,MDHW291186,6409 Woodvale Pl,"$449,900 ",WILLOWOOD,"Split Foyer, Split Level",Detached,4,3,0,3,1,Yes,6597,1997,5,5,5/27/2021,"$475,000 ",
Closed,MDMC738534,1114 Carson St,"$450,000 ",ROSEWOOD,"Colonial, Split Level",Detached,3,2,,4,1,Yes,5995,1951,6,6,2/10/2021,"$475,000 ",
Closed,MDMC746456,13909 Bauer Dr,"$425,000 ",BROOKHAVEN,Ranch/Rambler,Detached,3,3,,2,1,Yes,9000,1959,3,3,3/24/2021,"$475,000 ",
Closed,MDHW292376,13020 Triadelphia Rd,"$500,000 ",TRIADELPHIA,Split Foyer,Detached,4,2,1,2,1,Yes,40380,1971,5,5,5/19/2021,"$475,000 ","$10,000 "
Closed,MDCR203404,6217 Oak Hill Dr,"$450,000 ",ELDERSBURG,Split Foyer,Detached,3,2,1,2,1,Yes,19602,1970,4,4,5/7/2021,"$475,000 ",
Closed,MDMC744862,12702 Connecticut Ave,"$475,000 ",CONN AVE ESTATES,Cape Cod,Detached,6,3,,2,,Yes,6249,1954,2,2,4/6/2021,"$475,000 ",
Closed,MDMC742828,2805 Hardy Ave,"$469,900 ",WHEATON CREST,Cape Cod,Detached,4,2,,3,1,Yes,6963,1948,7,7,2/26/2021,"$475,000 ",
Closed,MDMC727558,1109 Brantford Ave,"$479,000 ",EAST SPRINGBROOK,Ranch/Rambler,Detached,4,2,1,2,1,Yes,15000,1959,16,16,2/26/2021,"$475,000 ",
Closed,MDHW288690,3134 Paulskirk Dr,"$479,000 ",CHATHAM,Ranch/Rambler,Detached,3,3,,2,,Yes,20821,1965,5,5,1/8/2021,"$475,000 ",
Closed,MDCR202536,2111 Flag Marsh Rd,"$424,900 ",NONE AVAILABLE,Ranch/Rambler,Detached,3,2,,1,,Yes,42115,1977,6,6,3/24/2021,"$475,000 ",
Closed,MDCR202706,7130 John Pickett Rd,"$475,000 ",WOODBINE,Ranch/Rambler,Detached,3,3,,2,1,Yes,120226,1968,5,5,4/30/2021,"$475,000 ",
Closed,MDHW290698,8510 Linwood Dr,"$475,000 ",ELLICOTT CITY,Ranch/Rambler,Detached,4,2,1,2,1,Yes,22912,1958,6,6,3/31/2021,"$475,000 ","$2,500 "
Closed,MDBC528656,215 Worthmont Rd,"$440,000 ",DEVERE ESTATES,Split Level,Detached,4,2,1,4,,Yes,7200,1959,3,3,6/15/2021,"$475,000 ",
Closed,MDHW291966,6708 Bushranger Path,"$435,000 ",VILLAGE OF KINGS CONTRIVANCE,Split Level,Detached,3,2,,2.5,,Yes,11129,1979,5,5,4/30/2021,"$475,000 ",
Closed,MDCR201450,7470 Jennifer Way,"$475,000 ",SYKESVILLE,Bi-Level,Detached,4,3,,2,,Yes,14170,1984,3,3,1/6/2021,"$475,000 ",
Closed,MDAA462394,8116 Windy Field Ln,"$460,000 ",DANIELS PURCHASE,Colonial,Detached,4,2,1,3,,Yes,5562,2002,0,0,5/13/2021,"$475,000 ",
Closed,MDCR203202,437 Hawkridge Ln,"$475,000 ",NONE AVAILABLE,Traditional,Detached,4,2,2,3,,Yes,10280,1993,7,7,4/29/2021,"$475,000 ",
Closed,MDAA456124,770 Stevenson Rd,"$449,000 ",JOYCE ESTATES,Colonial,Detached,4,3,1,3,1,Yes,7800,2010,2,2,4/9/2021,"$475,000 ",
Closed,MDHW291362,2105 Route 97,"$475,000 ",COOKSVILLE,Colonial,Detached,4,2,1,3,1,Yes,50094,1968,5,5,4/28/2021,"$475,000 ","$14,250 "
Closed,MDAA457136,1700 Crossbay Ct,"$490,000 ",PROVINCES,Colonial,Detached,4,2,1,3,1,Yes,7051,1993,6,6,3/16/2021,"$475,000 ","$3,000 "
Closed,MDMC738894,14008 Burning Bush Ln,"$475,000 ",STRATHMORE AT BEL PRE,Colonial,Detached,4,3,,2,1,No,13824,1969,10,10,2/26/2021,"$475,000 ",
Closed,MDHW294230,745 Weller Dr,"$522,300 ",NONE AVAILABLE,Ranch/Rambler,Detached,4,4,0,1,,Yes,147233,1988,10,24,6/11/2021,"$475,700 ",
Closed,MDMC753576,20407 Bargene Way,"$449,900 ",CHURCHILL TOWN SECTOR,Colonial,Detached,3,2,1,3,1,Yes,5038,1984,4,4,6/25/2021,"$475,797 ",
Closed,MDHW291922,10122 Wesleigh Dr,"$460,000 ",DONLEIGH,Ranch/Rambler,Detached,3,3,,2,1,Yes,21518,1962,6,6,4/30/2021,"$476,000 ",
Closed,MDCR201636,1134 Sassafras Cir,"$460,000 ",PINEY RIDGE VILLAGE,Colonial,Detached,3,2,2,3,,Yes,7723,2011,4,4,2/25/2021,"$476,000 ","$1,000 "
Closed,MDMC738528,2806 Weisman Rd,"$479,950 ",WEISMANS SUB,Cape Cod,Detached,4,2,,3,,Yes,5500,1951,26,26,2/19/2021,"$476,080 ","$5,750 "
Closed,MDHW289878,5030 Three Kings Ln,"$450,000 ",LONGFELLOW,Ranch/Rambler,Detached,3,3,,2,0,Yes,12782,1968,3,3,3/12/2021,"$476,500 ",
Closed,MDHW289650,5246 Even Star Pl,"$476,500 ",LONGFELLOW,Split Foyer,Detached,4,2,1,2,2,Yes,8276,1968,5,5,2/26/2021,"$476,500 ",
Closed,MDMC729212,11917 Bayswater Rd,"$460,000 ",QUINCE ORCHARD VALLEY,Ranch/Rambler,Detached,3,2,1,2,,Yes,10486,1969,5,5,1/20/2021,"$477,000 ",
Closed,MDHW290044,9331 Whiskey Bottom Rd,"$450,000 ",LAUREL,Cape Cod,Detached,4,2,0,3,1,Yes,27878,1955,5,5,3/10/2021,"$477,000 ",
Closed,MDHW294746,17300 Old Frederick Rd,"$477,000 ",NONE AVAILABLE,Other,Detached,3,2,1,2,1,Yes,61419.6,1978,5,5,6/7/2021,"$477,000 ",
Closed,MDMC740866,19201 Seneca Ridge Ct,"$475,000 ",STEDWICK,"Colonial, Split Level",Detached,3,2,1,2,1,Yes,9122,1970,5,5,3/1/2021,"$477,000 ","$1,000 "
Closed,MDMC748766,800 Rosemere Ave,"$460,000 ",HOLLYWOOD PARK,Split Level,Detached,3,2,1,3,1,Yes,9049,1979,6,6,4/16/2021,"$478,000 ",
Closed,MDHW293398,9008 Dunloggin Rd,"$450,000 ",DUNLOGGIN,Ranch/Rambler,Detached,3,2,1,2,1,Yes,20516,1959,6,6,6/10/2021,"$478,000 ",
Closed,MDAA453836,291 Bayonet Pl,"$475,000 ",SEVEN OAKS,Colonial,Detached,4,2,1,3,,Yes,17284,1995,4,4,1/18/2021,"$478,000 ",
Closed,MDHW293306,9474 Maera Ct,"$439,900 ",STEVENS FOREST,Split Level,Detached,4,2,1,3,1,Yes,13936,1971,7,7,5/18/2021,"$478,500 ",
Closed,MDMC751552,2412 Dennis Ave,"$429,999 ",CARROLL KNOLLS,Ranch/Rambler,Detached,2,1,,2,1,Yes,7092,1950,7,7,5/3/2021,"$479,000 ",
Closed,MDMC755504,1009 Cliftonbrook Ln,"$479,000 ",CLIFTONBROOK,Ranch/Rambler,Detached,4,2,1,2,,Yes,27007,1962,1,1,5/28/2021,"$479,000 ",
Closed,MDFR280212,13697 Lexington Dr,"$479,000 ",NONE AVAILABLE,Ranch/Rambler,Detached,4,3,,2,1,Yes,110642,1983,9,9,5/28/2021,"$479,000 ",
Closed,MDHW289742,6349 Merle Way,"$449,900 ",WILLIAMS KNOLL,Colonial,Detached,3,3,1,3,1,Yes,7674,2001,4,4,3/10/2021,"$480,000 ",
Closed,MDMC755276,19022 Quail Valley Blvd,"$430,000 ",QUAIL VALLEY,Split Level,Detached,4,2,,2,1,Yes,5075,1976,6,6,6/15/2021,"$480,000 ",
Closed,MDMC752668,13002 Freeland Rd,"$449,900 ",ASPEN HILL PARK,Ranch/Rambler,Detached,3,2,0,2,,Yes,6390,1952,9,9,5/18/2021,"$480,000 ",
Closed,MDMC743606,11512 Regnid Dr,"$439,000 ",REGNID,Traditional,Detached,3,1,1,2.5,1,Yes,7793,1950,3,3,3/3/2021,"$480,000 ",
Closed,MDMC747002,18321 Metz Dr,"$479,000 ",PLEASANT FIELDS,Ranch/Rambler,Detached,3,2,,2,1,Yes,24731,1968,12,12,6/22/2021,"$480,000 ","$3,000 "
Closed,MDMC750848,4422 Judith St,"$464,900 ",WHEATON OUTSIDE,Ranch/Rambler,Detached,3,2,,2,,Yes,7746,1959,5,5,5/5/2021,"$480,000 ",
Closed,MDMC756156,1131 Loxford Ter,"$479,000 ",FOREST KNOLLS,Split Foyer,Detached,3,1,2,2,,Yes,8610,1958,4,4,6/8/2021,"$480,000 ",
Closed,MDMC753172,13021 Parkland Dr,"$450,000 ",WHEATON WOODS,Split Level,Detached,3,2,,3,1,Yes,8400,1959,6,6,5/27/2021,"$480,000 ",
Closed,MDHW290106,8321 Elko Dr,"$459,000 ",GLEN MAR,Ranch/Rambler,Detached,3,3,,2,,Yes,24684,1985,4,4,4/9/2021,"$480,000 ",
Closed,MDMC754440,311 Farragut Ave,"$455,000 ",TWINBROOK FOREST,Split Level,Detached,3,2,,3,,Yes,7150,1960,5,5,6/4/2021,"$480,000 ",
Closed,MDHW293672,5009 Alice Ave,"$480,000 ",MONTGOMERY KNOLLS,Ranch/Rambler,Detached,3,2,,2,1,Yes,23043,1957,6,6,6/4/2021,"$480,000 ",
Closed,MDMC736526,1914 Stanley Ave,"$480,000 ",ROCKLAND,Ranch/Rambler,Detached,5,3,,1,,Yes,5553,1954,14,14,1/28/2021,"$480,000 ",
Closed,MDMC2000202,308 Seth Pl,"$450,000 ",HARRIETT PARK,Colonial,Detached,4,3,,2,,No,5787,1955,6,6,4/19/2021,"$480,000 ",
Closed,MDAA464736,802 Elmhurst Rd,"$469,900 ",ELMHURST,Colonial,Detached,5,2,1,2,1,Yes,20928,1972,38,38,6/23/2021,"$480,000 ",
Closed,MDMC739866,11801 Mentone Rd,"$480,000 ",GARRETT FOREST,Split Level,Detached,4,2,1,4,,Yes,8164,1958,0,0,12/29/2020,"$480,000 ",
Closed,MDMC739576,4404 Mahan Rd,"$479,900 ",GARRETT FOREST,Split Level,Detached,3,2,1,4,,Yes,7352,1957,5,5,2/19/2021,"$480,000 ",$395 
Closed,MDMC736384,11717 King Tree St,"$485,000 ",WHEATON HILLS,Cape Cod,Detached,4,2,1,3,,Yes,7282,1949,6,6,1/14/2021,"$480,000 ","$13,926 "
Closed,MDMC750432,2718 Dawson Ave,"$460,000 ",WHEATON HILLS,Cape Cod,Detached,3,2,,2,1,No,6167,1949,18,18,5/21/2021,"$480,000 ","$9,600 "
Closed,MDHW289954,8601 Jennifer Ct,"$449,900 ",ROBINSONS PROMISE,Colonial,Detached,3,2,1,3,,Yes,11456,1988,5,5,3/5/2021,"$480,000 ",
Closed,MDHW293870,6020 Bakers Pl,"$491,000 ",CANBURY WOODS,Colonial,Detached,4,2,1,3,1,Yes,8400,1989,4,4,6/14/2021,"$480,000 ",
Closed,MDAA462660,1584 Provincial Ln,"$449,900 ",THE PROVINCES,Colonial,Detached,4,2,1,3,1,Yes,8307,1992,5,5,4/30/2021,"$480,000 ",
Closed,MDAA460206,306 Ammunition Ave,"$465,000 ",SEVEN OAKS,Colonial,Detached,4,2,1,3,1,Yes,6045,1995,4,4,4/5/2021,"$480,000 ",
Closed,MDMC741388,11423 Honeybear Ln,"$450,000 ",CHADSWOOD,Colonial,Detached,4,2,1,3,1,Yes,5516,1988,6,6,3/12/2021,"$480,000 ",
Closed,MDPG598028,6301 Forest Mill Ln,"$485,000 ",MCCAHILL ESTATES,Split Level,Detached,5,3,,4,1,Yes,10001,1968,5,5,4/14/2021,"$480,000 ",
Closed,MDHW290410,10129 Roveout Ln,"$450,000 ",VILLAGE OF KINGS CONTRIVANCE,Split Level,Detached,3,2,1,3,1,Yes,7059,1978,5,5,3/8/2021,"$480,000 ",
Closed,MDHW291478,6109 Tamar Dr,"$479,900 ",VILLAGE OF LONG REACH,"Colonial, Dutch",Detached,4,2,1,3,1,Yes,8786,1973,7,7,4/2/2021,"$480,000 ",
Closed,MDCR204024,2159 Bumblebee Dr,"$480,000 ",ELDERSBURG,Split Level,Detached,4,3,,4,1,Yes,11214,1997,12,12,6/10/2021,"$480,000 ",
Closed,MDHW290574,2900 Florence Rd,"$480,000 ",WOODBINE,Ranch/Rambler,Detached,4,4,,2,1,Yes,55321,1975,12,12,4/13/2021,"$480,000 ",
Closed,MDMC758942,11402 Newport Mill Rd,"$499,900 ",REGNID,Split Level,Detached,3,2,,2,1,No,10000,1953,10,10,6/18/2021,"$480,000 ",
Closed,MDAA456812,1708 Severn Rd,"$499,900 ",NONE AVAILABLE,Cape Cod,Detached,4,3,,3,2,Yes,44862,1948,6,6,3/19/2021,"$480,000 ","$14,000 "
Closed,MDAA467414,308 E Maple Rd,"$480,000 ",LINTHICUM HEIGHTS,Colonial,Detached,6,2,1,3,,Yes,11250,1917,1,1,6/11/2021,"$480,000 ",
Closed,MDPG605714,16108 Jerald Rd,"$490,000 ",BOND MILL PARK,Split Level,Detached,5,2,1,4,,Yes,10600,1967,8,8,6/15/2021,"$480,000 ",
Closed,MDHW288662,6305 Dewey Dr,"$470,000 ",ATHOLTON MANOR,Ranch/Rambler,Detached,3,2,,1,2,Yes,21997,1964,4,4,1/28/2021,"$480,000 ",
Closed,MDMC738664,314 Summit Hall Rd,"$489,900 ",BRIGHTON EAST,Colonial,Detached,4,2,2,3,1,Yes,9000,1971,11,11,1/21/2021,"$480,000 ",
Closed,MDMC758630,2905 Fenimore Rd,"$470,000 ",WHEATON HILLS,Ranch/Rambler,Detached,4,2,,2,,Yes,6985,1954,5,5,6/10/2021,"$481,000 ",
Closed,MDMC739056,12911 Margot Dr,"$469,000 ",ASPEN HILL PARK,Split Level,Detached,4,2,1,3,,No,7461,1960,6,6,2/4/2021,"$481,000 ",
Closed,MDMC741998,13 Hutton St,"$449,500 ",DEER PARK,Cape Cod,Detached,3,2,0,3,1,Yes,12000,1939,3,3,3/4/2021,"$481,000 ",
Closed,MDHW289084,5242 Even Star Pl,"$482,000 ",LONGFELLOW,Colonial,Detached,5,2,1,3,1,Yes,8097,1968,4,4,2/22/2021,"$481,418 ",
Closed,MDPG605092,6409 McCahill Dr,"$485,000 ",MCCAHILL ESTATES,Split Foyer,Detached,4,3,,2,1,Yes,10000,1967,4,4,6/1/2021,"$482,000 ",
Closed,MDMC757980,3938 Kincaid Ter,"$429,000 ",ROCK CREEK PALISADES,Bungalow,Detached,2,1,,1,1,No,7380,1951,7,7,6/17/2021,"$482,500 ",
Closed,MDMC748934,11521 Mapleview Dr,"$440,000 ",CONNECTICUT GARDENS,Cape Cod,Detached,3,2,,2,,No,6816,1951,7,7,4/14/2021,"$482,500 ",
Closed,MDHW290988,5612 Lightspun Ln,"$440,000 ",PHELPS LUCK,Colonial,Detached,4,2,,2,1,Yes,8528,1972,5,5,4/12/2021,"$482,500 ",
Closed,MDPG600884,15402 Calshot Ct,"$439,500 ",SANDY SPRING ESTATES,Split Foyer,Detached,5,3,,2,1,Yes,13919,1968,5,5,5/13/2021,"$483,000 ",
Closed,MDAA461348,1608 Coolidge Ave,"$439,990 ",COLONIAL WOODS,Colonial,Detached,3,2,1,3,1,Yes,6688,2009,4,4,4/19/2021,"$483,000 ",
Closed,MDHW2000056,5253 Even Star Pl,"$483,000 ",LONGFELLOW,Colonial,Detached,4,2,1,3,1,Yes,9502,1969,4,4,3/26/2021,"$483,000 ",
Closed,MDMC744560,16509 Walnut Hill Rd,"$474,900 ",WALNUT HILL,Ranch/Rambler,Detached,5,2,,2,2,Yes,12114,1959,6,6,3/25/2021,"$483,500 ",
Closed,MDCR200528,287 Carnies Ln,"$500,000 ",OBRECHT ESTATES,"Colonial, Traditional",Detached,4,2,1,3,1,Yes,35483,1993,18,18,3/1/2021,"$483,500 ",
Closed,MDCR202866,1399 Woodbine Way,"$465,000 ",WOODBINE,Split Level,Detached,3,2,1,4,1,Yes,43560,1984,6,6,5/12/2021,"$484,400 ",
Closed,MDMC751088,2424 Eccleston St,"$485,000 ",CARROLL KNOLLS,Ranch/Rambler,Detached,5,2,,2,1,Yes,7040,1951,0,0,3/31/2021,"$485,000 ",
Closed,MDMC743922,2515 Randolph Rd,"$460,000 ",GLENMONT VILLAGE,Traditional,Detached,4,3,,3,,Yes,8700,1950,6,6,3/18/2021,"$485,000 ",
Closed,MDAA459656,8189 New Cut Rd,"$485,000 ",SEVERN,Raised Ranch/Rambler,Detached,3,2,1,2,1,Yes,111078,1964,8,8,4/2/2021,"$485,000 ",
Closed,MDMC755524,5912 Holland Rd,"$480,000 ",HALPINE VILLAGE,Split Level,Detached,3,1,0,3.5,,Yes,6194,1956,7,7,6/4/2021,"$485,000 ",
Closed,MDMC737238,1109 Rosemere Ave,"$485,000 ",HOLLYWOOD PARK,Split Foyer,Detached,3,3,,2,,Yes,11088,1970,18,18,3/8/2021,"$485,000 ",
Closed,MDMC743926,1023 Carson St,"$479,900 ",ROSEWOOD,"Bi-Level, Colonial, Tudor",Detached,3,2,,3,,Yes,5000,1951,6,6,3/29/2021,"$485,000 ",
Closed,MDMC753230,2606 Urbana Dr,"$479,900 ",GLENMONT VILLAGE,Cape Cod,Detached,3,3,,3,,Yes,6960,1950,9,9,6/3/2021,"$485,000 ",
Closed,MDHW289606,16221 Frederick Rd,"$485,000 ",WOODBINE,Ranch/Rambler,Detached,3,3,,2,1,Yes,47916,1965,10,10,4/9/2021,"$485,000 ",
Closed,MDMC744494,5722 Denfield Rd,"$450,000 ",TWINBROOK,Cape Cod,Detached,3,2,,2,1,No,6985,1952,4,4,3/5/2021,"$485,000 ",
Closed,MDBC521180,3005 Westchester Ave,"$464,900 ",OELLA,Coastal,Detached,3,2,1,3,,No,8424,1870,12,12,4/15/2021,"$485,000 ","$3,500 "
Closed,MDHW291058,8413 W. Grove,"$485,000 ",ELLICOTT CITY,Ranch/Rambler,Detached,5,2,0,2,1,Yes,21780,1960,66,66,6/2/2021,"$485,000 ","$15,000 "
Closed,MDMC743470,108 George St,"$460,000 ",OBSERVATORY HEIGHTS,Colonial,Detached,5,3,,3,,Yes,8054,1953,19,19,4/15/2021,"$485,000 ","$5,000 "
